Review,Rating
"Medium , a woman ’ s size 10 or 12 .",neutral
"Not at all . You just need to provide your name , address , e-mail address , phone number and bank or credit card information . I will help you with that .",neutral
Thanks ! Now I don ’ t need to come back to the shop a second time .,positive
No problem .,neutral
On the left of the elevator of the 3rd floor .,neutral
But I'm not sure you're strong enough yet . Here's some seafood rice soup I made . It's delicious .,positive
"Could I have a look at it , please ?",neutral
"Mom , can I have some ice cream ?",neutral
"I've heard that you provide very good service , so when I need a mover , I call you guys first .",neutral
"Sorry , I'm using it myself.But you can use it this afternoon .",neutral
Let's take him some of Kitty's best and make the pitch again .,neutral
your mp3 looks so cool . Where did you get it ?,neutral
"Thank you , you too .",positive
"Oh , here ’ s one . It ’ s looks like its in this neighborhood , $ 600 a month . That ’ s not to bad .",positive
Thanks .,positive
"Yes , but it ’ s not free , you have to pay .",neutral
"Show me a smaller pair of trousers , sir . I am not that fat , you see .",neutral
You ‘ re welcome .,positive
Is it under warranty ?,neutral
"Well , it is hard to find a parking place in the city . Besides , parking is quite expensive in the downtown .",neutral
That's all right .,neutral
"Yeah , and though the king in chess doesn't have bodyguards , he has a queen who is the most powerful piece . I think this demonstrates the relatively higher social status of aristocratic women in medieval Europe than in China .",neutral
"Sure . But everyone loves to be beautiful . Hey , do you think this pair of sunglasses matches the handbag well ?",neutral
Where is it ?,neutral
"Let's see . If we have it , it should be over there under M . ( He looks through the Cds . ) Hmm , it looks like we've sold out of that one , but we should be getting some more copies in soon . If you want , we can order it for you .",neutral
"Of course , could you help to blow up some balloons ?",neutral
"Yes , we have .",positive
No . He has no idea what a fat little pig I was !,neutral
It is RIB 10 yuan initially and 2 yuan for each kilometer .,neutral
"I bid on a Chanel watch at the last minute , and got it sixty percent off !",positive
Do you know where she went ?,neutral
"I wish I could , but I have to walk the dog and finish cooking so if you would excuse me .",neutral
"Anyway , how was your such , Catherine ?",neutral
I don't know . It looks a little wrong down .,neutral
"What can I do for you , sir ?",neutral
Here you are .,neutral
"Oh , that hurts .",negative
"What'll it be today , sir ?",neutral
What size are you looking for ?,neutral
On a cell phone ?,neutral
"One pair of 37 , and two pairs of 21 . One for me , and the other two for two kids .",neutral
Thanks a lot .,positive
$ 10 . That's the best I can do .,neutral
Really ? But can you guarantee the safety ?,neutral
Which would you recommend ?,neutral
Let ’ s do it !,positive
I just want a light wave . I look really silly if my hair is too curly .,neutral
"Yeah , of course . You can take a taxi .",neutral
"Of course , Sir .",neutral
Yes . Everything is fine in the family . Don ’ t worry about the family . Just enjoy your trip . How ’ s the weather there ?,neutral
No problem .,neutral
"Me ? No way , keep him away from me , please .",negative
I'm sorry for the miscalculation . Here's the new bill . Would you mind checking it again ?,neutral
Excuse me.Could you please tell me where the train station is ?,neutral
The rent is $ 1050 every month .,neutral
"First you take some eggs and crack them in a bowl , and whisk them up , quite , so they're quite high and fluffy , and in a hot pan , and you need a pan that's that's kind of small , that the sides go up at an angle . You put some oil and heat it up , so it's quite hot , and then you take your whipped up eggs , or whisked up eggs , and pour them into the pan , and as it's cooking , if you take a spatula , and push the bottom layer of the egg , to the side , to the sides , and then to the middle , so the uncooked egg gets to the bottom of the pan .",neutral
"I love you , too , Dad .",positive
Shoes ? You already have a closet full of shoes .,neutral
I have plenty of gas .,neutral
"Well , there are many boys that can play the piano very well , like Jay Chou .",neutral
Is it all right ?,neutral
How about $ 900 a month ?,neutral
"It has a built-in hard-wired memory , but I like to use the 64MB media cards that come with it . I can download everything onto the hard drive and then edit and enhance with different software . It takes fantastic pictures that I can either print out or E-mail to my friends .",neutral
How do you want you hair cut ?,neutral
Are you going to have anything to eat ?,neutral
No problem .,neutral
All right.Here ' s the money . I suppose I'll have to drive you there .,neutral
Yes . Which one is the brake again ?,neutral
"To go , please . ( The attendant hands the customer his order . )",neutral
"It's a deal , Hal . Thanks again for stopping to help . And thanks for smashing my car !",positive
"Just kidding , M . Why don't you come work out with me ?",neutral
How to do it ?,neutral
"One adult , please .",neutral
Sure that sounds great ! Are there any other fees ?,positive
"You look a bit pale , don't you ?",neutral
"Hi , Mr . James , what ’ s the rush ?",neutral
Nice to meet you Mr . Taylor .,positive
"Oh , Thank you . I'm looking for the train station .",positive
"Well , may I leave a message ?",neutral
I think about ten minutes .,neutral
"Why ? I don ’ t have to leave the house or browse a dozen stores to find what I ’ m looking for . This way , I just search for it online quick and easy .",positive
I need this dress and this suit dry cleaned ASAP !,neutral
This is the kitchen.Every - thing's new .,neutral
Gold ones .,neutral
It's in International Trade Zone . It's only ten minutes ' walk from the nearest subway station .,neutral
You ’ re welcome .,positive
I'm having a hard time deciding which model is best for us .,neutral
"Well , easily , It doesn't work . It doesn't even start probably .",neutral
Great ! Pasta for dinner .,positive
You can stay out till 10 p . m .,neutral
"Yes , I ’ ll have an ice tea.You see it next to the lemonade .",neutral
To the right .,neutral
This one . Two male grad students seeking roommate.Must be quiet . Comfortable downtown apartment.Does this mean I have to share a room with them ?,neutral
"Hi , I ’ m Mary Smith .",neutral
"Oh , we've got plenty of time .",neutral
"Oh , no ! My stub ! I can't believe it — I flushed it down the toilet !",positive
"Um , let me see . Hmm . This antique tea set here is gorgeous .",positive
Do you want to order an appetizer first ?,neutral
"We have a rather comprehensive subway system here . You can get almost anywhere rather quickly on a subway , especially at this time of day when the traffic is heavy .",neutral
"Yes , I like it very much .",positive
How frustrating ! The bus is still not coming .,neutral
Excuse me . I need some storybooks in easy English . Do you have anything like that ?,neutral
Yeah . You can say that again . It ’ s noisy too .,neutral
"Oh , sorry , sir.We take no tips here.Thank you all the same .",positive
"Hi , Rich . Is Jim here ?",neutral
"I can never forget that . I bought you five candies , but I was so anxious that I forgot to give them to you . You didn't get them until we parted . Then they had already melted down for I held them the whole time .",positive
You ’ re welcome . Bye .,positive
"Sure , where are you ?",neutral
"Hi , Li Hong.This is Alice .",neutral
I'm sorry.It ' s out of season now .,positive
This is my favourite restaurant .,positive
The hardware of computer is basically all the concrete things you can touch with your hands and see with your eyes .,neutral
"I'm not sure . Medium , I suppose . Maybe a little on the heavy side .",neutral
Can I help you ?,neutral
Kids are always difficult to control .,neutral
"Well , do you want to go outside for dinner ?",neutral
Would you like some of coffee ?,neutral
Is there anything I can do for you ?,neutral
Excuse me ? How can I get to the nearest branch of the national bank ?,neutral
How about the umbrella ? It's made of wood and paper . It's very beautiful .,neutral
That's so sweet of you . We definitely want it .,positive
I know a shop selling this kind of sweaters .,neutral
"They are By new models now , they are not very expensive . Maybe you should look for one .",neutral
OK.Here is your change.The train leaves on platform 8 .,neutral
"Good ? Yes , it's good for her but not for me . You see , she tells me that I'll feel better about myself if I slim down . She keeps giving me newspaper clippings about the latest miracle diet and insists that I join a health club , as she has .",positive
Can you also show me this one ?,neutral
256MB .,neutral
"Yes , they are the latest designs . Would you like to try them on ?",neutral
When do you want to move in ?,neutral
But each children has his own interest .,neutral
How about Daniel ?,neutral
"Okay , I'll get the car out of the garage .",neutral
Do you mind if I take some notes while we drive ?,neutral
"Look , this is a pimple !",neutral
I'll be worried if you stay out late .,neutral
Did you see the car before it hit you ?,neutral
All right .,neutral
Yes . I ’ m looking for a winter jacket .,neutral
"No , I'm not .",neutral
"You know , a little piece of chocolate here , some chips on the side , candy now and then ...",neutral
Ok by me .,positive
Let me pay for it . Where can I get a subway map ?,neutral
Thank you .,positive
"Sure do ! This one is a quarterly publication , but each issue has over 200 color pages of recipes and also many home decorating ideas !",positive
"I'm okay , thank you . I already checked out the address on MapQuest .",positive
There must be a mistake . Those are fried oysters . Would you like to keep it or change ?,neutral
"Yes , their steaks are enormous . Sometimes I can't finish what I've ordered .",neutral
Excuse me . I ’ m a stranger here and lost my way .,neutral
"No , you can learn a lot from them .",neutral
Let me get the keys and we ’ ll go to look at it .,neutral
"Haha , I'm afraid it's simply because no one wishes to be too noticeable by finishing off the plate .",positive
"Sure , why not ? I think I want a chocolate chip cookie , too .",neutral
"Oh ? That's a surprise . Let me see ... D 0411 Our dog's birthday . Yes , I'm sure this my parking space !",positive
What would it be like ?,neutral
The day we choose to get married could never be an unlucky day .,neutral
Sure . But my beard is rough .,neutral
"Oh , so heavy ! What have you put in here ?",positive
"Six , including two kids .",neutral
"Excuse me , I'm looking for your 3 - liter Pepsis , the ones that are on sale this week . There don't seem to be any in the soft drink section .",neutral
"Well , the sale price is $ 1 each .",neutral
"OK . How about some fried spring rolls and squid balls , some pork skins , and some beer !",neutral
It might be sore for a while . You'll be OK . Now let's go home and rest .,neutral
Working in the gym is a very good way for losing weight . What else do you have ?,positive
It's a bit small but looks nice .,neutral
"No , thank you . I go by there on my way to work .",neutral
Mom ~ the toothpaste dropped on my shorts .,neutral
Be careful.It ' s dangerous to drive fast .,neutral
That ’ s definitely true . I ’ m going to have to give you a ticket . Please remember to drive more carefully next time .,neutral
I'm just shopping .,neutral
"Yes . I tried skiing on grass before . Not very good at it , though .",neutral
What are you looking for ?,neutral
"Yes , what size is in your mind ?",neutral
"Thank you . ( A moment later ) Oh , this one is quite impressive . I'll take it . By the way , do you sell pearl earrings ?",positive
Here you are . Keep the change .,positive
I see .,neutral
"On the rocks , please .",neutral
"Sorry , sir . This is the last one we have in stock .",neutral
"No problem ! Now for your pants , let me just measure your waist and the inseam .",positive
We only have spring rolls today for take-out .,neutral
I can ask around at work . Do you have a preference for makers or non-smokers ?,neutral
Yeah . But I think I'd prefer ...,neutral
"Hi , John .",neutral
"No , early saturday morning .",neutral
It's getting cold .,neutral
"I ’ ll have a diet coke , please .",neutral
I didn't know you were a vegetarian !,positive
"Excuse me . I am looking for a book called Little Women , but I can't find it anywhere .",neutral
Good . Can I walk through this building ?,positive
"Ok , should I use the fancy silverware ?",neutral
How useful do you think the internet is as a source of information ?,neutral
I decided to give it a go !,positive
That's why I like department stores more . Shopping at a wholesale market like the locals is one of the few things I am unable to grow accustomed to .,neutral
"Yes , I am . Could I have the bill , please ?",neutral
"Good evening , sir . Are you ready to order now ?",neutral
"Well , my price range is a 5,000 dollars to 7,000 dollars , I'm looking for a marquise cut on the wide band .",neutral
Hello . Smith ’ s Resident .,neutral
You're kidding !,positive
"Cool . Hey , I've got an idea . Why don't we cook it separately ? Half for sashimi , and the other half for grill .",positive
No . It's only a ten-minute walk .,neutral
I've got it .,neutral
"Hi , Deborah ! This is John . I'm calling from Australia .",neutral
How much is it ?,neutral
it's about 200 years old . It has a lot of history !,positive
Great . Where is it ?,positive
"Straight , I think , and about average length .",neutral
"Yes , I'd like to book a table for two this evening .",neutral
Taxi !,neutral
Right . I'll see if I can catch the waitress's eye .,neutral
I don't know .,neutral
Why is there no water coming out when you turn on the faucet ?,neutral
Excuse me . I need some storybooks in easy English . Do you have anything likethat ?,neutral
Do you want a furnished house or an unfurnished one ?,neutral
"Fill it up with premium , please .",neutral
"Oh , I see . Umm , how much do you want for the quilt ?",neutral
Do I have to pay an additional fare to change trains ?,neutral
OK .,neutral
What ? You haven ’ t taken the bus before ?,neutral
"Excuse me , may I have the bill , please ?",neutral
Your budget is a good idea .,positive
"Ok , how about midnight curfew . and I'll let you know where I am .",neutral
"Yes , you do . The Hot Cap is back here in the corner . I think we're ready to put the curlers in . What kind of perm would you like ?",neutral
How about this one ?,neutral
Is that Sue ?,neutral
"The mailboxes are right down there , and the laundry room with coin-operated washers and dryers is over there .",neutral
Our dinner is ready .,neutral
Hum ... You should try the mushroom fettucine . It's really good .,neutral
I'll have to check . Can I help you with anything else ?,neutral
"Yes , and seven days a week .",neutral
All right . I ’ ll call her later .,neutral
"Well , if there is anything I can do to help , let me know .",neutral
Of course.Let me help you .,neutral
Are you ready to order ? May I suggest a veal ?,neutral
I think so . Would you mind telling me the postage now ?,neutral
Here you go .,neutral
Please take a seat .,neutral
"No , thank you .",neutral
"Sorry , I'm very near sighted .",negative
"No , thank you , I am not interested .",neutral
I have been washing the dishes for over a week now .,neutral
"Sorry , I couldn ’ t help you .",negative
"It is said that greens can improve our metabolism . In addition , I want to keep fit .",neutral
OK . But where is my favorite coffee ?,neutral
"I ’ d like to make a collect call to Beijing China , please .",neutral
Poor me !,negative
I'd rather say it's confusing . what are those ' strict nutrition philosophies ' about ?,neutral
"It's OK with me , but we don't have any beer and things .",neutral
"Oh , not so bad . I've been very busy , but I'm going away on holiday soon .",neutral
I recently saw a recipe for spicy chicken curry in a magadize . Maybe we could try that ?,neutral
Would you like this to-go ?,neutral
We'll make it except a jam.You know it's rush hour .,neutral
"So , are you going to quit driving to work then ?",neutral
"Here , use this rag to apply pressure to the cut . Does it hurt ?",neutral
I recommend crisp beef and fried duck .,neutral
Is there anything I can do for you ?,neutral
We'd like to buy some furniture for our new house .,neutral
Of course .,neutral
I can ’ t believe these skirts are so cheap .,neutral
I sometimes find the shadow of death in front of me .,negative
I'd be up for that !,positive
Hey ! Where are you going ... ?,neutral
About 15 stops .,neutral
"Which leg do you want to have , right leg or left one ?",negative
"No , it's D408 , my parking space . I have already paid for it .",neutral
Here is the money .,neutral
Dad really knew what he was doing when he chose you to take over for him when he was gone !,positive
This is my first time here .,neutral
"Yes , please . How much is it ?",neutral
"Yes , I do . You can buy a bus schedule in a news stand .",neutral
"Sorry , darling , I forgot .",negative
"Yes , I am trying to find good movers now . Do you know any ?",neutral
"No , I can ’ t give it to you , let you have it for 12 . How about 14 ?",neutral
Do you have your member card with you ?,neutral
I think there is an accident ahead .,neutral
"Tina , you should have more nutritious food . Don't eat these crisps any more .",neutral
"That's right . I could stand to lose a few pounds , too .",neutral
All right . Anything else ?,neutral
"Thirty for each adult , twenty each kid .",neutral
I apologize for that . But the space is too small .,negative
Could I see your driver's license ?,neutral
And what about your customer service ?,neutral
How about taking a walk in the park ?,neutral
What do you recommend ?,neutral
That's a good idea .,neutral
Really ? How could you do that ? Don't you save every couple minutes ?,positive
Would you please make it for a single person ?,neutral
I think so .,neutral
I found them at JC Pennies .,neutral
"OK , sir . Please call me when you are ready .",neutral
"Come on . Let's split the difference , 15 % .",neutral
"Excuse me , I'm a little lost . Which bus do I take to get to Shi Da ?",neutral
Of course . You have to fill out the form first .,positive
"Just a moment , please . I ’ ll see if she ’ s free .",neutral
We should plan to move out of here before July . I'm tired of living in apartments .,negative
Of course . Here is our thickening mascara . We also have mascara designed to lengthen the eyelashes .,neutral
That'll be ¥ 150 .,neutral
I am interested in one-bedroom . Do you have any available ?,neutral
"Please take us to Harvard University . By the way , is it far from here ?",neutral
Can I try it on ?,neutral
"Wow , a story about the clever Monkey King . It's a classic and children's favorite .",neutral
"Wow , this is great ! I never knew Thai food was so creative and delicious !",positive
That must be a very interesting job .,positive
"I see.We had a table reserved for you.This way , please .",positive
"OK , sir . Your suit will be available in five days .",neutral
"Hi , I'd like to get your store credit card .",neutral
"Yes , it is .",neutral
Is it overweight ?,neutral
"Well , I'll give one hundred and eighty yuan for it .",neutral
I am too angry to do that .,negative
just joking . I would like to get a few bottles of beer though . We also need a liter of cooking oil .,neutral
can I see these silk ties ?,neutral
I know . Goodnight .,positive
Can you describe his appearance to me ?,neutral
"Dear , can you drive me to the clinic ?",neutral
Make it tighter . I want the blood stopped.Then wrap some bandages around the cut . Then we can go . Ouch ! I hope I can walk .,neutral
Until 8 o'clock madam . We are looking forward to seeing you .,positive
But it is really worth the price .,neutral
What's that ? I've never heard of such a thing .,neutral
Don't worry . You can get off at the next stop and walk across the street and take the Bus 151 to the opposite direction .,neutral
All I want is the same thing on this card .,neutral
"Yes , they were thirty percent off .",neutral
No problem .,positive
"It ’ s nice that she ’ s back for a while . Thinking of all these ailments , I got a splinter the other day . It took a long time for me to get it out of my skin . Look .",positive
"Yes , the bookshop is just around the corner.Turn left and you ’ ll see the bookshop .",neutral
What about this one ? It sells like hot cakes .,neutral
I wonder if the chops are fresh .,neutral
Thank you . Please bring us a bottle of dry white wine .,positive
what do you use to eat it ?,neutral
We're on our own tonight . Dad's taking mom out .,neutral
"The owners may wish to pay to have the problems fixed , or maybe the price of the house can be reduced .",neutral
An old book Death on the Nile.Have you read it ?,neutral
I ’ m afraid you can ’ t . you ’ Ve to go out there and walk around .,positive
"Yeah , should we get out and help ?",neutral
"Good , I will take the one hour facial with make-up .",positive
"Yes . It has one bedroom , a large living space and 4 kitchens .",neutral
Okay . Thanks .,neutral
Have you ever tried shopping online ?,neutral
It looks pretty good . I think I'll take it .,positive
"Boy oh , boy ! This is so cool . Let's rock and roll !",positive
Where are the chairs ?,neutral
I pay much attention to my daily diet . You know good eating habits help to fortify the body against disease .,neutral
Is there something I can help you with ?,neutral
Are you completely out ?,neutral
"I ’ m sorry . You can ’ t return it because too much time has passed since you purchased it . In order to receive a refund , you must return merchandise to the store within 90 days of purchase .",negative
"Yes , Mr . Smith ?",neutral
"You are right , sir . To prepare it , a Sichuan food chef first fries some chilli until they turn reddish brown , and then puts diced chicken breast meat into the pot with other condiments and peanuts . That's why the dish has a bright colour .",neutral
Would you mind waiting ? I'm on the telephone .,neutral
It seems like a traffic accident .,neutral
If you like you can wait here . They will be ready in one hour and a half .,neutral
Are you looking to get a steel-string or a classical ?,neutral
"Mom , my nose is bleeding .",neutral
Cool !,positive
That's still too much . Can you lower the price further ?,neutral
Wonderful ! How much is the ticket ?,positive
"Oh , no.You should take the No . 14 tram .",neutral
Did someone get hurt ?,neutral
"Yes , that's possible .",neutral
P-a-r-k-i-n-g m-e-t-e-r .,neutral
You'll see one at the corner on your right .,neutral
A medium is fine for me .,neutral
I think is looks great . I really like the light colors you have chosen . The pictures are nice too . Did you bought any new furniture ?,positive
"And you'll repair the television , won't you ?",neutral
"I know and they are really nice , too .",neutral
I'm afraid I can't .,negative
Robert is not available at the moment .,neutral
Me too . I love to play on the swing as well . Swing is my favorite .,positive
"No problem . Just give us a few minutes more to pull them up , though . We don ’ t get that many English singers !",positive
It ’ s ready to go .,neutral
"Let's see . From here , you have to take the 278 bus .",neutral
No . It doesn ’ t . There ’ s no through bus to the national history museum Madam ..,neutral
Is this the latest edition ?,neutral
Fine . Now complete this form and sign your name at the bottom .,positive
Aren't you lucky . The vintage-clock guy is driving a hard bargain . So I have nothing .,neutral
We've got a beautiful two - double room with a bath an shower .,positive
I wish my parents were a little more lenient .,negative
Thanks a lot .,positive
No . The only thing I need to see is your driver's license .,positive
Here you are .,neutral
Will you be getting more in .,neutral
I suppose I don't want that one then . I don't like auto-reverse . It breaks too easily .,neutral
"Oh , that's easy for me . I think it's really a good deal .",positive
"Ok , let ’ s start opening some presents !",positive
Bingo could never do that . He stays in the house except when we take him to the park .,neutral
I know . I ’ Ve got to get it fixed ASAP .,neutral
That's good.Cotton is soft and flexible .,positive
I am calling about the advertisement for a flat with a bedroom . Do you still have it now ?,neutral
"Yes , I do . Go on .",neutral
"I'm not sure if I can , but I'll try .",neutral
"Good . I'll take it right now , if possible .",neutral
Do you have a big yard ?,neutral
Very comfortable . I'll take them .,positive
My dad will love this . He's a Dilbert fan .,positive
When can I see the one-bedroom apartment ?,neutral
( The hair stylist cuts the customer's hair . ) Almost done . I just have to even things up a bit . ( She shows the customer the results . ) Will that do ?,neutral
I made my little brother cry .,neutral
"Yes , it's just a couple of screws .",neutral
It ’ s nearly half past seven .,neutral
"Please type the amount you would like to withdraw . Thank you , you want to transfer 10000 USD to the World Wildlife Foundation . If this is correct please press 1 .",positive
Thank you .,positive
"Wow , that's my favorite . It's like a superman shooting right up into the sky .",positive
Can I pay by card ?,neutral
Thank you .,positive
"So what's your illness ... shopping fever , sale-itis ?",neutral
What's up ?,neutral
David Bush .,neutral
Are they breakable ?,neutral
Yes . Cantonese food is lighter while Sichuan food is spicy and hot .,neutral
Half the dough huh . Well . How would you like to earn the other half ?,neutral
Sure .,neutral
How about tomorrow morning ?,neutral
Which window do I go to for parcel ?,neutral
"You'll remember to do it , but you won't have time to do it .",neutral
"Oh , we've got plenty of time .",neutral
How about anything for dessert like an apple pie or ice cream ?,neutral
"I'll just go and check it for you , sir .",neutral
Do you like that vintage clock ? It's almost fifty years old .,neutral
You are right . Do you have a pen ?,neutral
"Well , It's a one-bedroom apartment . The monthly rent at 650 dollars and a 300 dollars security deposit . You pay electricity only . Gas and water is included . Both the heat and stove are gas . Let me see , what else ... Oh , you'll be assigned a sheltered parking space at no extra charge . And that's probably it .",neutral
My name is James .,neutral
"No , thanks , I'll pass . It looks very tempting though .",neutral
"Yes , fine . Let me see how much money I have in my wallet .",neutral
"Mmm ... No that ’ s okay , really . I think that ’ s all for today .",neutral
"Your daughter usually does the dusting , and I do the vacuuming .",neutral
What's special for today ?,neutral
Is there a laundry room in the basement ?,neutral
Why not ?,neutral
Sure . How about this one ?,neutral
Never mind . It ’ s just my duty .,neutral
"OK , Tom . It's your turn . Are you ready ?",neutral
You have to call the office first .,neutral
"Yes . We've lived in Taiwan for a while . I had a gas stove in the States , too .",positive
Is there air conditioning ?,neutral
Fine .,neutral
"My dear , it's five flights up !",positive
"Excuse me , sir , Is this the road to the peace Store ?",neutral
Right on . I'm gonna get a new game !,neutral
"Oh , you don't have anything smaller ?",neutral
"Yes , of course.The guest speaker is Professor David of a University , and he'll be lecturing about The impact of the Oil Crisis on Latin America .",neutral
"Yes , this is a very popular car .",neutral
Yeah . I need to get some stuff .,neutral
Speaking .,neutral
"Ok , I will .",neutral
Thanks .,positive
Yes . How can I help you ?,neutral
I should get the items within a week . But in the meantime I'm bidding on a digital video camera .,neutral
"I'm not sure if we've got any now . Books of that kind are on this shelf . Well , I'm afraid we've sold out .",negative
Single or return ?,neutral
Is it a Chinese New Year's gift or a birthday gift ?,neutral
Yes . I went to Hawaii on a vacation with my husband .,neutral
No . The front seat folds down all the way so there's just enough space for the skis ...,neutral
That would be perfect .,neutral
"No , forget that ! Do the tourniquet first . I'm losing too much blood .",negative
"I don't think drinking requires any special purposes . For us people in the West , the purpose is generally quite simple-to savor the wine .",neutral
"Shrimp salad is our speciality , took",neutral
Thanks a lot .,positive
You're kidding . We'll never make it across in one piece ! Let's cross at the light .,positive
That ’ s a good idea ! The kitchen will look amazing !,positive
OK . I'll be back soon .,positive
"Yes , you are charged 50 cents a piece .",neutral
Here is my card .,neutral
Did you hear that ?,neutral
Can I have apple pie with ice cream ?,neutral
That is nice . But I don't quite like the collar .,neutral
"Yes , sir . Can I help you ?",neutral
That's all right . I can manage .,neutral
I would like to have the coffee rum pies .,neutral
It's great ! Will it be hard to care for ?,positive
"Maybe he wants to get something for his girlfriend , but he's embarrassed .",neutral
That's a good idea . You have a lot of good fashion sense .,positive
Whatever . Have a drink of water .,neutral
"No more , thank you . I'm quite full .",positive
May I take a bus or a taxi to get there ?,neutral
There might be some birthday cake left in the freezer .,neutral
"This microwave stove has many functions . Let me show you . For example , if you want to cook meat , you just need to put meat in it , and press the button with a picture of meat , that ’ s OK . After several minutes , you can eat the delicious meat .",neutral
I'm afraid you've made a mistake . This isn't what I ordered .,negative
"Oh , no ! ! My son needs a bathroom .",neutral
i'm afraid i can't dance well .,neutral
But if you were me ?,neutral
Do you know if there's a convenience store around here ?,neutral
I mean very short . shorter than it ’ s now .,neutral
Yes . I've never been here before .,neutral
OK ! Then what can I do after I finish it ?,positive
Thank you . Which gate should I go to for the bus ?,neutral
"Oh , yes .",positive
"Oh , it is coming to us , come on , Ben , get a banana to it .",neutral
"Oh , that's the very thing I need .",positive
I am sorry but I ordered sole not the same as the others . Will you change it ?,neutral
What do you want to do tonight ?,neutral
What's the rent for a year ?,neutral
"Fine , I'll be expecting you .",positive
She is very nice and open-minded .,positive
I would like to purchase it .,neutral
"Good morning . Vane Theater , at your service .",neutral
Excuse me . Can I ask you a question ?,neutral
Here you are .,neutral
Did you give him a nose ?,neutral
Sounds great . Do they serve noodles ? I am in the mood for some tasty noodles as well .,positive
All right . Would you make coffee yourself when you are at home ?,neutral
Is there a doctor here ?,neutral
"Yes , please .",neutral
So wearing a scarf helps your body to stay warm inside your jacket .,neutral
"OK . If any of the articles was damaged during moving , you may make a claim for compensation with our department .",neutral
"Yes , I know .",neutral
But he's equally responsible because he tried to overtake you .,neutral
"No , we ’ re going to get that done next week .",neutral
"Yes , it was the kind of perfect plastic wrap that comes with new products.Look , it even had a bar-code price sticker on it ! It looked brand new .",neutral
And what does your husband do ?,neutral
OK . Here you are .,neutral
"It sure is , but I'm going to call HP first , just to make sure .",neutral
"No , we ’ re changing all the cameras to eight megapixels . We were hoping that by making your company our sole supplier for cameras we could negotiate a better deal .",neutral
Can you tell me the postal code for this building ?,neutral
And do you like English food ?,neutral
You must have dialed the wrong number .,neutral
Hi . I'm shopping for my boyfriend's birthday . Do you have any suggestions ?,neutral
"I'd like to speak with the apartment manager , please .",neutral
"Excuse me , can I order now , please ?",neutral
Not at all .,positive
What can I do for you ?,neutral
"Thank you very much , ma'am , but we don't take tips in China .",positive
"Sir , tell us about your experience with Super Bulk-up .",neutral
Don ’ t you have it ? Did you lose it ?,neutral
How much money can you spend ?,neutral
Yes .,neutral
"No , I borrowed it .",neutral
Cool phone . What kind of phone card do you want ?,positive
"Hey , taxi .",neutral
What do you mean ? I can't understand .,neutral
All right.Let ' s go .,neutral
That ’ s a good idea . I ’ m really looking forward to redoing my bedroom .,positive
Do you have it in size L ?,neutral
Does this suit come in other color ?,neutral
I don't like its color . A bit too bright . Do you have a grey one ?,neutral
This looks like a nice restaurant .,positive
"Your name , please .",neutral
If only we'd remember to close it .,neutral
How much is it ?,neutral
"Yes , you get off at the square .",neutral
"Yes , this is . What number are you calling ?",neutral
I don't want to make any changes to my old card .,neutral
I would like to place an order .,neutral
That's a good idea . I think I'll join you .,positive
That's a good idea !,positive
The shows are dull and they ’ re too many advertisements .,neutral
"I don't have a fever , and I'm ready for my test .",neutral
"Here is your change , please .",neutral
I'd rather not . They'll raise my rates . It'll cost me more in the long run .,neutral
How many carats would you like it to be ?,neutral
"Could you take it to that counter , please ?",neutral
Give me one bottle of thirty tablets .,neutral
Thirteen .,neutral
All right . What do you want me to get ?,neutral
"Nice to meet you . I'm Wen , and this is Nikki .",positive
"Dad , you've been driving for three hours . Why don't we have a switch ?",neutral
"Yes , there is an underground car park near the supermarket .",neutral
Here's eight dollars . Keep the change .,neutral
"Not bad . I heard you are going to graduate this coming summer , right ?",neutral
"Good idea . I'll get some , too .",positive
"That looks good . The room in the picture is bigger than your bedroom , so you wouldn ’ t be able to put all the furniture in your room .",positive
We have to cut back on our shopping from now on .,neutral
"It's a bit difficult to find vegetarian friendly restaurants sometimes , but since more and more people are vegetarians or vegans nowadays , it's getting a bit less difficult .",neutral
Yes I did .,neutral
I'm not quite hungry now . Let me think for a while .,neutral
OK . How much does it cost ?,neutral
"I ’ ll be happy to get him something special , even if it coasts a little extra .",positive
I'll measure you . . . You take size 6 . What colour hat would you like ?,neutral
How are you getting along with your studies ?,neutral
"Honey , you know , we don't have enough room for a pet dog .",neutral
"Yes , we do .",neutral
"Really ? But I can smell alcohol on your breath . Blow into this breathalyzer , please .",positive
How about the mileage ?,neutral
"OK . Next , put the mixture into a baking pan and bake it forty-five minutes at 360 degrees .",neutral
"Here we are , Miss .",neutral
May i help you ?,neutral
How many people are you together ?,neutral
Really ?,positive
Can you take 15 mm of it ?,neutral
"Www , I don ’ t know how you can eat your eggs like that ! Ever since I was small , I ’ Ve had eggs and soldiers .",positive
"I want to keep a pet , but I don't know which one to buy ?",neutral
I like what I see .,neutral
I haven't rented it out yet . Would you like to see it ?,neutral
"That ’ s a good idea . After I get rid of the old clothes I no longer wear , I can see what new clothes I need to buy .",positive
You mean you haven't arranged any car .,neutral
And I've ordered the supplies .,neutral
It ’ s about time .,neutral
It'll be about an hour . Are you going to wait ?,neutral
"Thanks for your explanation , I would like it well-done .",positive
How much is the cable ?,neutral
Hello ! Where can I buy an inexpensive cashmere sweater ?,neutral
"O . K . , maybe if I have someone to go with , I ’ ll be able to get up in time for a jog .",neutral
